serial_number,battery_name,data_recieved,tech_date_recieved,battery_status,technical_id,from_swap
AG242965940,DIN55L 60AH,30-Jul-2024,,Stock,1,1
AG242865106,DIN55L 60AH,28-Jul-2024,,Stock,1,1
AG242965698,DIN74L 74AH,29-Jul-2024,,Stock,1,1
AG242965699,DIN74L 74AH,29-Jul-2024,,Stock,1,1
AG242865104,80D26L 70AH,28-Jul-2024,,Stock,1,1
AG242364107,DIN74L 74AH,23-Jul-2024,,Stock,1,1
AG242865107,DIN55L 60AH,28-Jul-2024,,Stock,1,1
AG242163462,DIN74L 74AH,21-Jul-2024,,Stock,2,2
AG242865097,DIN55L 60AH,28-Jul-2024,,Stock,2,2
AG242163461,55D23L 60AH,21-Jul-2024,,Stock,2,2
AG242965933,DIN55L 60AH,30-Jul-2024,,Stock,2,2
AG242965932,DIN55L 60AH,30-Jul-2024,,Stock,2,2
AG243166175,80D26L 70AH,31-Jul-2024,,Stock,1,1
AG242364066,80D26L 70AH,23-Jul-2024,,Stock,2,2
AG242865111,55D23L 60AH,28-Jul-2024,,Stock,1,1
AC241240422,55D23L 55AH,12/Mar/2024,,Stock,1,1
AG242764643,NS60LS 45AH,27-Jul-2024,,Stock,1,1
AG243166170,DIN55L 60AH,31-Jul-2024,,Stock,1,1
AG241561845,DIN55R 60AH,15/Jul/2024,,Stock,1,1
AG243166174,DIN74L 74AH,31-Jul-2024,,Stock,1,1
AG242764640,80D26L 70AH,27-Jul-2024,,Stock,1,1
AG243166173,DIN74L 74AH,31-Jul-2024,,Stock,1,1
AG242965935,80D26L 70AH,30-Jul-2024,,Stock,2,2
AG241160949,55D23L 60AH,11/Jul/2024,,Stock,1,1
AG243166169,DIN55L 60AH,31-Jul-2024,,Stock,1,1
AG242965701,95D31L 90AH,29-Jul-2024,,Stock,1,1
AG242865109,95D31L 90AH,28-Jul-2024,,Stock,1,1
AG242364069,DIN74L 74AH,23-Jul-2024,,Stock,2,2
AG241561837,80D26R 70AH,15/Jul/2024,,Stock,1,1
AG242965704,DIN55L 60AH,29-Jul-2024,,Stock,2,2
AG242263681,55D23R 60AH,22-Jul-2024,,Stock,1,1
AG242764645,DIN100L 100AH,27-Jul-2024,,Stock,1,1
AG243166171,DIN55L 60AH,31-Jul-2024,,Stock,1,1
AG242865103,80D26L 70AH,28-Jul-2024,,Stock,1,1
AG242865102,80D26L 70AH,28-Jul-2024,,Stock,1,1
AG241862737,DIN44L 45AH,18-Jul-2024,,Stock,1,1
AG242965936,80D26L 70AH,30-Jul-2024,,Stock,2,2
AH240166516,80D26L 70AH,1-Aug-2024,,Stock,2,2
AG242464253,80D26L 70AH,24-Jul-2024,,Stock,2,2
AF241255293,DIN44L 45AH,12/Jun/2024,,Stock,2,2
AG242263978,DIN80L 80AH,22-Jul-2024,,Stock,2,2
AG242965937,80D26L 70AH,30-Jul-2024,,Stock,2,2
AG242764637,55D23L 60AH,27-Jul-2024,,Stock,2,2
AH240166517,80D26L 70AH,1-Aug-2024,,Stock,2,2
AF241355643,NS40L 35AH,13/Jun/2024,,Stock,1,1
AG241361115,NS60L 45AH,13/Jul/2024,,Stock,2,2
AH240166632,80D26R 70AH,1-Aug-2024,,Stock,1,1
AG242965705,95D31L 90AH,29-Jul-2024,,Stock,2,2
AH240366909,95D31L 90AH,3-Aug-2024,,Stock,1,1
AH240366898,80D26L 70AH,3-Aug-2024,,Stock,2,2
AG242263977,DIN80L 80AH,22-Jul-2024,,Stock,2,2
AG242163463,DIN80L 80AH,21-Jul-2024,,Stock,2,2
AH240366899,80D26L 70AH,3-Aug-2024,,Stock,2,2
AG242464252,80D26L 70AH,24-Jul-2024,,Stock,2,2
AH240166515,105D31R 100AH,1-Aug-2024,,Stock,2,2
AH240166457,DIN55L 60AH,1-Aug-2024,,Stock,1,1
AG243166172,DIN74L 74AH,31-Jul-2024,,Stock,1,1
AH240166463,80D26L 70AH,1-Aug-2024,,Stock,1,1
AH240166460,DIN74L 74AH,1-Aug-2024,,Stock,1,1
AG242865306,55D23L 60AH,28-Jul-2024,,Stock,1,1
AG242965700,DIN100L 100AH,29-Jul-2024,,Stock,1,1
AH240366907,80D26L 70AH,3-Aug-2024,,Stock,1,1
AH240366906,80D26L 70AH,3-Aug-2024,,Stock,1,1
AH240366939,DIN74L 74AH,4-Aug-2024,,Stock,1,1
AH240166461,DIN74L 74AH,1-Aug-2024,,Stock,1,1
AG242163460,55D23L 60AH,21-Jul-2024,,Stock,2,2
AH240166630,55D23L 60AH,1-Aug-2024,,Stock,1,1
AH240467620,55D23L 60AH,4-Aug-2024,,Stock,2,2
AH240467628,80D26L 70AH,4-Aug-2024,,Stock,1,1
AH240366910,95D31L 90AH,3-Aug-2024,,Stock,1,1
AH240366897,80D26L 70AH,3-Aug-2024,,Stock,2,2
AH240467617,80D26L 70AH,4-Aug-2024,,Stock,2,2
AH240366903,DIN55L 60AH,3-Aug-2024,,Stock,2,2
AH240366900,55D23L 60AH,3-Aug-2024,,Stock,2,2
AG242965709,NS60L 45AH,29-Jul-2024,,Stock,2,2
AH240366896,80D26L 70AH,3-Aug-2024,,Stock,2,2
AH240366895,DIN74L 74AH,3-Aug-2024,,Stock,2,2
AH240467625,80D26L 70AH,4-Aug-2024,,Stock,1,1
AG242464425,105D31R 100AH,25-Jul-2024,,Stock,1,1
AH240467627,80D26L 70AH,4-Aug-2024,,Stock,1,1
AH240366905,DIN55L 60AH,3-Aug-2024,,Stock,1,1
AF241355677,NS40L 35AH,13/Jun/2024,,Stock,2,2
AH240467613,95D31L 90AH,4-Aug-2024,,Stock,2,2
AH240467631,95D31L 90AH,4-Aug-2024,,Stock,1,1
AH240567846,55D23L 60AH,5-Aug-2024,,Stock,2,2
AG242965931,DIN74L 74AH,30-Jul-2024,,Stock,2,2
AG243166166,DIN55L 60AH,31-Jul-2024,,Stock,2,2
AH240567845,55D23L 60AH,5-Aug-2024,,Stock,2,2
AH240366894,DIN74L 74AH,3-Aug-2024,,Stock,2,2
AG243166163,DIN74L 74AH,31-Jul-2024,,Stock,2,2
AG242764638,DIN100L 100AH,27-Jul-2024,,Stock,2,2
AG241561835,55D23L 60AH,15/Jul/2024,,Stock,1,1
AG242764648,DIN80L 80AH,27-Jul-2024,,Stock,1,1
AG242965697,DIN66L 66AH,29-Jul-2024,,Stock,1,1
AH240567851,80D26L 70AH,5-Aug-2024,,Stock,1,1
AG242865108,DIN55L 55AH,28-Jul-2024,,Stock,1,1
AH240467624,DIN74L 74AH,4-Aug-2024,,Stock,1,1
AG242965938,DIN66L 66AH,30-Jul-2024,,Stock,1,1
AH240668037,55D23L 60AH,6-Aug-2024,,Stock,2,2
AH240668042,DIN74L 74AH,6-Aug-2024,,Stock,2,2
AH240166459,55D23L 60AH,1-Aug-2024,,Stock,1,1
AH240467614,80D26L 70AH,4-Aug-2024,,Stock,2,2
AG242464261,95D31L 90AH,24-Jul-2024,,Stock,1,1
AH240467626,80D26L 70AH,4-Aug-2024,,Stock,1,1
AG243166164,55D23L 60AH,31-Jul-2024,,Stock,2,2
AH240467615,80D26L 70AH,4-Aug-2024,,Stock,2,2
AG242464258,DIN74L 74AH,24-Jul-2024,,Stock,2,2
AG241561839,DIN55L 60AH,15/Jul/2024,,Stock,1,1
AH240467622,DIN74L 74AH,4-Aug-2024,,Stock,1,1
AH240467632,DIN100L 100AH,4-Aug-2024,,Stock,1,1
AH240166462,80D26L 70AH,1-Aug-2024,,Stock,1,1
AH240668046,80D26L 70AH,6-Aug-2024,,Stock,1,1
AH240567850,DIN55L 60AH,5-Aug-2024,,Stock,1,1
AH240366904,DIN100L 100AH,3-Aug-2024,,Stock,1,1
AH240567852,80D26L 70AH,5-Aug-2024,,Stock,1,1
AH240668045,DIN55L 55AH,6-Aug-2024,,Stock,1,1
AH240567853,80D26L 70AH,5-Aug-2024,,Stock,1,1
AH240467630,55D23L 60AH,4-Aug-2024,,Stock,1,1
AH240668569,55D23L 60AH,7-Aug-2024,,Stock,1,1
AG242865307,NS60LS 45AH,28-Jul-2024,,Stock,1,1
AH240567843,80D26L 70AH,5-Aug-2024,,Stock,2,2
AH240567844,80D26L 70AH,5-Aug-2024,,Stock,2,2
AH240467616,80D26L 70AH,4-Aug-2024,,Stock,2,2
AG242464254,80D26L 70AH,24-Jul-2024,,Stock,2,2
AG242764869,NS60LS 45AH,1-Aug-2024,,Stock,1,1
AH240567854,105D31R 100AH,5-Aug-2024,,Stock,1,1
AH240668565,80D26L 70AH,7-Aug-2024,,Stock,1,1
AH240366908,DIN44L 45AH,3-Aug-2024,,Stock,1,1
AH240869172,55D23L 60AH,8-Aug-2024,,Stock,1,1
AH240668040,DIN74L 74AH,6-Aug-2024,,Stock,2,2
AH240668570,55D23L 60AH,7-Aug-2024,,Stock,2,2
AG243166165,DIN55L 60AH,31-Jul-2024,,Stock,2,2
AH240668573,80D26L 70AH,7-Aug-2024,,Stock,2,2
AG242965703,DIN66L 66AH,29-Jul-2024,,Stock,2,2
AH240668568,80D26L 70AH,7-Aug-2024,,Stock,1,1
AG241862928,55D23L 60AH,28-Jul-2024,,Stock,2,2
AG242464255,55D23L 60AH,24-Jul-2024,,Stock,2,2
AH240668567,80D26L 70AH,7-Aug-2024,,Stock,1,1
AF241355640,NS40L 35AH BH,13/Jun/2024,,Stock,1,1
AH240668048,DIN66L 66AH,6-Aug-2024,,Stock,1,1
AH240668566,80D26L 70AH,7-Aug-2024,,Stock,1,1
AH240668564,80D26L 70AH,7-Aug-2024,,Stock,1,1
AH240869068,80D26L 70AH,8-Aug-2024,,Stock,2,2
AH240668562,DIN55L 60AH,7-Aug-2024,,Stock,1,1
AH240869452,80D26L 70AH,8-Aug-2024,,Stock,2,2
AF241355648,55D23L 60AH,13/Jun/2024,,Stock,1,1
AH240366938,DIN55L 60AH,4-Aug-2024,,Stock,1,1
AH240869173,55D23L 60AH,8-Aug-2024,,Stock,1,1
AH240869070,80D26L 70AH,8-Aug-2024,,Stock,2,2
AE243046844,55D23L 60AH,1/May/2024,,Stock,1,1
AH240668572,80D26L 70AH,7-Aug-2024,,Stock,2,2
AH240869451,80D26L 70AH,8-Aug-2024,,Stock,2,2
AH241069653,80D26L 70AH,10-Aug-2024,,Stock,1,1
AH240668574,DIN74L 74AH,7-Aug-2024,,Stock,2,2
AG243166167,DIN55L 60AH,31-Jul-2024,,Stock,2,2
AH241069651,DIN74L 74AH,10-Aug-2024,,Stock,2,2
AG240960202,NS40L 35AH,9/Jul/2024,,Stock,2,2
AH241069652,55D23L 60AH,10-Aug-2024,,Stock,2,2
AH240668049,DIN66L 66AH,6-Aug-2024,,Stock,1,1
AH240869067,80D26L 70AH,8-Aug-2024,,Stock,2,2
AH240869174,80D26L 70AH,8-Aug-2024,,Stock,1,1
AH241069656,DIN66L 66AH,10-Aug-2024,,Stock,1,1
AH241069711,DIN66L 66AH,10-Aug-2024,,Stock,1,1
AG242865099,NS60LS 45AH,28-Jul-2024,,Stock,2,2
AH241069654,80D26L 70AH,10-Aug-2024,,Stock,1,1
AH240869170,NS60LS 45AH,8-Aug-2024,,Stock,1,1
AH240668561,DIN74L 74AH,7-Aug-2024,,Stock,1,1
AG242764850,NS60LS 45AH,28-Jul-2024,,Stock,2,2
AG242464262,95D31L 90AH,24-Jul-2024,,Stock,1,1
AH240567855,95D31L 90AH,5-Aug-2024,,Stock,1,1
AH240668047,95D31L 90AH,6-Aug-2024,,Stock,1,1
AH240668185,95D31L 90AH,7-Aug-2024,,Stock,2,2
AC240640055,DIN55R 55AH,6/Mar/2024,,Stock,1,1
AF241355641,NS40L 35AH BH,13/Jun/2024,,Stock,1,1
AF241355642,NS40L 35AH,13/Jun/2024,,Stock,1,1
AF241355543,DIN88L 88AH,30/Jun/2024,,Stock,1,1
AF243057969,55D23R 55AH,30/Jun/2024,,Stock,1,1
AH240668043,DIN55L 60AH,6-Aug-2024,,Stock,2,2
AH241069650,DIN66L 66AH,10-Aug-2024,,Stock,2,2
AH240567847,DIN55L 60AH,5-Aug-2024,,Stock,2,2
AH240869069,80D26L 70AH,8-Aug-2024,,Stock,2,2
AG242865101,NS60LS 45AH,28-Jul-2024,,Stock,2,2
AH240668560,DIN100L 100AH,7-Aug-2024,,Stock,1,1
AH241169783,55D23L 60AH,11-Aug-2024,,Stock,1,1
AH241069657,DIN55L 60AH,10-Aug-2024,,Stock,1,1
AH241169778,80D26L 70AH,11-Aug-2024,,Stock,1,1
AH241169779,80D26L 70AH,11-Aug-2024,,Stock,1,1
AH240166455,105D31R 100AH,1-Aug-2024,,Stock,1,1
AH241169764,55D23L 60AH,11-Aug-2024,,Stock,2,2
AH241269940,95D31L 90AH,12-Aug-2024,,Stock,1,1
AH241069655,80D26L 70AH,10-Aug-2024,,Stock,1,1
AH240869450,80D26L 70AH,8-Aug-2024,,Stock,2,2
AF241255334,DIN55L 55AH,12/Jun/2024,,Stock,1,1
AF241155243,55D23L 55AH,11/Jun/2024,,Stock,2,2
AF241355673,NS40L 35AH BH,13/Jun/2024,,Stock,2,2
AF241355674,NS40L 35AH BH,13/Jun/2024,,Stock,2,2
AF241355676,NS40L 35AH,13/Jun/2024,,Stock,2,2
AF241355678,NS40L 35AH,13/Jun/2024,,Stock,2,2
AF241355700,105D31L 100AH,13/Jun/2024,,Stock,2,2
AF241355713,DIN44L 45AH,13/Jun/2024,,Stock,2,2
AF241355639,65-72S 75AH,13/Jun/2024,,Stock,2,2
AF242256109,55D23R 55AH,22/Jun/2024,,Stock,2,2
AF242757523,NS60R 45AH,27/Jun/2024,,Stock,2,2
AH240166631,DIN55L 60AH,1-Aug-2024,,Stock,1,1
AH240366902,DIN55L 60AH,3-Aug-2024,,Stock,2,2
AH241069649,80D26L 70AH,10-Aug-2024,,Stock,2,2
AH241169763,DIN55L 60AH,11-Aug-2024,,Stock,2,2
AH240668041,DIN74L 74AH,6-Aug-2024,,Stock,2,2
AH241169780,80D26L 70AH,11-Aug-2024,,Stock,1,1
AG242364109,DIN80L 80AH,23-Jul-2024,,Stock,1,1
AG242063077,DIN55L 60AH,20-Jul-2024,,Stock,2,2
AH241169777,80D26L 70AH,11-Aug-2024,,Stock,1,1
AH240869169,105D31R 100AH,8-Aug-2024,,Stock,1,1
AH240668044,DIN74L 74AH,6-Aug-2024,,Stock,1,1
AH241169776,DIN66L 66AH,11-Aug-2024,,Stock,1,1
AG242163468,105D31L 100AH,21-Jul-2024,,Stock,1,1
AH241169784,55D23L 60AH,11-Aug-2024,,Stock,1,1
AH240668575,DIN74L 74AH,7-Aug-2024,,Stock,2,2
AH241269945,80D26L 70AH,12-Aug-2024,,Stock,1,1
AH241269938,80D26L 70AH,12-Aug-2024,,Stock,2,2
AH240668038,55D23L 60AH,6-Aug-2024,,Stock,2,2
AH241169765,55D23L 60AH,11-Aug-2024,,Stock,2,2
AH240668576,DIN55L 60AH,7-Aug-2024,,Stock,2,2
AH241370186,DIN74L 74AH,13-Aug-2024,,Stock,2,2
AH240467623,DIN74L 74AH,4-Aug-2024,,Stock,1,1
AH241269946,DIN55L 60AH,12-Aug-2024,,Stock,1,1
AG242764644,NS60L 45AH,27-Jul-2024,,Stock,1,1
AH240467629,80D26R 70AH,4-Aug-2024,,Stock,1,1
AH241370179,DIN74L 74AH,13-Aug-2024,,Stock,1,1
AH240668559,DIN100L 100AH,7-Aug-2024,,Stock,1,1
AH240467734,105D31L 100AH,13-Aug-2024,,Stock,1,1
AH240668563,DIN55L 55AH,7-Aug-2024,,Stock,1,1
AH241169768,80D26L 70AH,11-Aug-2024,,Stock,2,2
AH241470464,80D26L 70AH,14-Aug-2024,,Stock,2,2
AH241370188,80D26L 70AH,13-Aug-2024,,Stock,2,2
AH240467619,NS60L 45AH,4-Aug-2024,,Stock,2,2
AG242865100,NS60LS 45AH,28-Jul-2024,,Stock,2,2
AH240166454,105D31R 100AH,1-Aug-2024,,Stock,1,1
AG242965939,NS60L 45AH,30-Jul-2024,,Stock,1,1
AH241069741,80D26L 70AH,13-Aug-2024,,Stock,1,1
AH241370180,DIN74L 74AH,13-Aug-2024,,Stock,1,1
AH241269942,95D31L 90AH,12-Aug-2024,,Stock,1,1
AH241269939,DIN100L 100AH,12-Aug-2024,,Stock,1,1
AH240567849,NS60L 45AH,5-Aug-2024,,Stock,2,2
AH240166453,95D31R 90AH,1-Aug-2024,,Stock,1,1
AH241470461,DIN74L 74AH,14-Aug-2024,,Stock,2,2
AH240166514,105D31R 100AH,1-Aug-2024,,Stock,2,2
AG241561859,NS60L 45AH,15/Jul/2024,,Stock,2,2
AH241470567,DIN74L 74AH,14-Aug-2024,,Stock,1,1
AH241571200,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241571198,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241269944,80D26L 70AH,12-Aug-2024,,Stock,1,1
AF241355665,DIN55L 55AH,13/Jun/2024,,Stock,1,1
AH240467737,NS60LS 45AH,11-Aug-2024,,Stock,1,1
AG242865110,DIN80L 80AH,28-Jul-2024,,Stock,1,1
AH241069658,DIN55L 60AH,10-Aug-2024,,Stock,1,1
AH241470566,DIN74L 74AH,14-Aug-2024,,Stock,1,1
AF241355714,DIN44L 45AH,13/Jun/2024,,Stock,2,2
AH241470460,DIN74L 74AH,14-Aug-2024,,Stock,2,2
AH240467621,105D31R 100AH,4-Aug-2024,,Stock,2,2
AG242965708,NS60LS 45AH,29-Jul-2024,,Stock,2,2
AH241470458,DIN55L 60AH,14-Aug-2024,,Stock,2,2
AH241169762,DIN55L 60AH,11-Aug-2024,,Stock,2,2
AH240166682,80D26R 70AH,1-Aug-2024,,Stock,1,1
AH241571193,80D26L 70AH,15-Aug-2024,,Stock,2,2
AH241069742,80D26L 70AH,13-Aug-2024,,Stock,1,1
AH241571329,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH240567848,NS60L 45AH,5-Aug-2024,,Stock,2,2
AH241169775,DIN66L 66AH,11-Aug-2024,,Stock,1,1
AH241571371,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241571366,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241169781,55D23L 60AH,11-Aug-2024,,Stock,1,1
AH241571202,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH241571328,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241571199,DIN100L 100AH,15-Aug-2024,,Stock,1,1
AH241771813,N150L 150AH,18-Aug-2024,,Stock,1,1
AH241771814,N150L 150AH,18-Aug-2024,,Stock,1,1
AH241771809,N120R 120AH,18-Aug-2024,,Stock,1,1
AH241771810,N120R 120AH,18-Aug-2024,,Stock,1,1
AH241771811,N120R 120AH,18-Aug-2024,,Stock,1,1
AH241771812,N120R 120AH,18-Aug-2024,,Stock,1,1
AH240467647,80D26L 70AH,13-Aug-2024,,Stock,1,1
AH241470570,DIN55L 55AH,14-Aug-2024,,Stock,1,1
AH241571349,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH241470569,DIN55L 60AH,14-Aug-2024,,Stock,1,1
AH241269941,95D31L 90AH,12-Aug-2024,,Stock,1,1
AH241269937,DIN66L 66AH,12-Aug-2024,,Stock,2,2
AH241571359,DIN66L 66AH,15-Aug-2024,,Stock,1,1
AH241771512,DIN74L 74AH,17-Aug-2024,,Stock,2,2
AH240869449,80D26L 70AH,8-Aug-2024,,Stock,2,2
AH241370187,80D26L 70AH,13-Aug-2024,,Stock,2,2
AH241470462,80D26L 70AH,14-Aug-2024,,Stock,2,2
AH241370178,DIN66L 66AH,13-Aug-2024,,Stock,1,1
AH241370182,DIN55L 60AH,13-Aug-2024,,Stock,2,2
AH240467714,DIN74L 74AH,11-Aug-2024,,Stock,2,2
AH241571368,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241169766,55D23L 60AH,11-Aug-2024,,Stock,2,2
AH241571323,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241771514,NS60LS 45AH,17-Aug-2024,,Stock,1,1
AH240467745,NS60LS 45AH,11-Aug-2024,,Stock,1,1
AH241571201,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241370181,DIN80L 80AH,13-Aug-2024,,Stock,1,1
AH241771516,DIN80L 80AH,17-Aug-2024,,Stock,1,1
AH241571369,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AG242364071,DIN80L 80AH,23-Jul-2024,,Stock,2,2
AH241972003,DIN80L 80AH,19-Aug-2024,,Stock,1,1
AH241069659,DIN55L 60AH,10-Aug-2024,,Stock,1,1
AH240166456,105D31R 100AH,1-Aug-2024,,Stock,1,1
AH241571357,DIN66L 66AH,15-Aug-2024,,Stock,1,1
AH241169782,55D23L 60AH,11-Aug-2024,,Stock,1,1
AH241571355,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AG242764649,65-72S 75AH,27-Jul-2024,,Stock,1,1
AH241571367,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241571326,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241972002,DIN80L 80AH,19-Aug-2024,,Stock,1,1
AH241571365,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241571364,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH242072308,80D26L 70AH,20-Aug-2024,,Stock,2,2
AH241269935,DIN55L 60AH,12-Aug-2024,,Stock,2,2
AH241370183,DIN55L 60AH,13-Aug-2024,,Stock,2,2
AH240668184,95D31L 90AH,7-Aug-2024,,Stock,2,2
AH240869453,80D26L 70AH,8-Aug-2024,,Stock,2,2
AH241571354,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH240467750,NS60LS 45AH,12-Aug-2024,,Stock,2,2
AH241571350,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH241571370,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241571327,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241470571,55D23L 60AH,14-Aug-2024,,Stock,1,1
AH240166683,80D26R 70AH,1-Aug-2024,,Stock,1,1
AH241571322,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241972000,DIN80L 80AH,19-Aug-2024,,Stock,1,1
AH241269979,DIN80L 80AH,13-Aug-2024,,Stock,2,2
AH241269980,DIN80L 80AH,13-Aug-2024,,Stock,2,2
AH242072309,80D26L 70AH,20-Aug-2024,,Stock,2,2
AH241571324,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241370185,55D23L 60AH,13-Aug-2024,,Stock,2,2
AH241571362,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH242172726,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242072310,DIN74L 74AH,20-Aug-2024,,Stock,2,2
AH241169767,55D23L 60AH,11-Aug-2024,,Stock,2,2
AH240668039,DIN100L 100AH,6-Aug-2024,,Stock,2,2
AH240668571,95D31L 90AH,7-Aug-2024,,Stock,2,2
AH241571321,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241571320,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH241971997,DIN100L 100AH,19-Aug-2024,,Stock,1,1
AH241571325,80D26L 70AH,15-Aug-2024,,Stock,1,1
AH242072361,DIN74L 74AH,20-Aug-2024,,Stock,1,1
AH241269947,55D23L 60AH,12-Aug-2024,,Stock,1,1
AH240869171,NS60LS 45AH,8-Aug-2024,,Stock,1,1
AH241571351,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH241571353,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AG242364072,N150L 150AH,23-Jul-2024,,Stock,2,2
AG242364073,N150L 150AH,23-Jul-2024,,Stock,2,2
AH241470572,DIN100L 100AH,14-Aug-2024,,Stock,1,1
AH241571358,DIN66L 66AH,15-Aug-2024,,Stock,1,1
AH241571318,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH241571311,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172821,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH241370176,105D31R 100AH,13-Aug-2024,,Stock,1,1
AH242172866,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH241370184,55D23L 60AH,13-Aug-2024,,Stock,2,2
AH241470457,55D23L 60AH,14-Aug-2024,,Stock,2,2
AH241571361,DIN66L 66AH,15-Aug-2024,,Stock,1,1
AG242764646,NS40L 35AH,27-Jul-2024,,Stock,1,1
AG243166168,DIN55L 55AH,31-Jul-2024,,Stock,2,2
AH241571363,DIN74L 74AH,15-Aug-2024,,Stock,1,1
AH241470463,80D26L 70AH,14-Aug-2024,,Stock,2,2
AH242172869,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH241571310,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH241470568,80D26R 70AH,14-Aug-2024,,Stock,1,1
AH241370177,95D31L 90AH,13-Aug-2024,,Stock,1,1
AH242172863,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172723,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242072364,NS60LS 45AH,20-Aug-2024,,Stock,1,1
AH241571332,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH241571352,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH242172725,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AH241571317,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH241571338,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH242172961,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AH242072312,DIN80L 80AH,20-Aug-2024,,Stock,2,2
AH241571314,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172728,95D31L 90AH,21-Aug-2024,,Stock,2,2
AH241270008,NS40L 35AH BH,13-Aug-2024,,Stock,2,2
AH241571331,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH242172960,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AH242172868,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH241571315,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172861,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH241571333,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH242172954,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242172875,DIN66L 66AH,21-Aug-2024,,Stock,1,1
AH242172729,DIN55L 60AH,21-Aug-2024,,Stock,2,2
AH242172721,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH242172862,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172841,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172864,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172842,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH241571330,95D31L 90AH,15-Aug-2024,,Stock,1,1
AH240467749,NS60LS 45AH,12-Aug-2024,,Stock,2,2
AH242172963,DIN74L 74AH,21-Aug-2024,,Stock,2,2
AH242172867,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242172870,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242172727,80D26L 70AH,21-Aug-2024,,Stock,2,2
AH242072311,NS60LS 45AH,20-Aug-2024,,Stock,2,2
AH241571348,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH242072362,DIN74L 74AH,20-Aug-2024,,Stock,1,1
AH241571347,DIN55L 60AH,15-Aug-2024,,Stock,1,1
AH242172956,DIN74L 74AH,21-Aug-2024,,Stock,1,1
AH241571312,55D23L 60AH,15-Aug-2024,,Stock,1,1
AH242172966,DIN55L 60AH,21-Aug-2024,,Stock,1,1
AG241862734,105D31L 100AH,18-Jul-2024,,Stock,1,1
AH242172722,DIN80L 80AH,21-Aug-2024,,Stock,1,1
AH242172850,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH240467618,NS40L 35AH,4-Aug-2024,,Stock,2,2
AH242172844,80D26L 70AH,21-Aug-2024,,Stock,1,1
AH242172964,DIN55L 60AH,21-Aug-2024,,Stock,1,1
